run,repeat,sweep,dtype,size,seconds
62696649,0,dispatch,f32,1,0.000125567345
62696649,1,dispatch,f32,1,0.000119759586
62696649,2,dispatch,f32,1,0.000125294916
62696649,3,dispatch,f32,1,0.000125844628
62696649,4,dispatch,f32,1,0.000123015953
62696649,5,dispatch,f32,1,0.000128377555
62696649,6,dispatch,f32,1,0.000125981642
62696649,7,dispatch,f32,1,0.000123518575
62696649,8,dispatch,f32,1,0.000117529914
62696649,9,dispatch,f32,1,0.000115082393
62696649,10,dispatch,f32,1,0.000111566516
62696649,11,dispatch,f32,1,0.000124800068
62696649,12,dispatch,f32,1,0.000125057142
62696649,13,dispatch,f32,1,0.000116110185
62696649,14,dispatch,f32,1,0.000114106658
62696649,15,dispatch,f32,1,0.000125566651
62696649,16,dispatch,f32,1,0.000121346754
62696649,17,dispatch,f32,1,0.000122718986
62696649,18,dispatch,f32,1,0.00012567213
62696649,19,dispatch,f32,1,0.000117759423
62696649,20,dispatch,f32,1,0.000115302035
62696649,21,dispatch,f32,1,0.000115663768
62696649,22,dispatch,f32,1,0.000125551494
62696649,23,dispatch,f32,1,0.0001248456
62696649,24,dispatch,f32,1,0.000125115283
62696649,25,dispatch,f32,1,0.000124752779
62696649,26,dispatch,f32,1,0.00011536541
62696649,27,dispatch,f32,1,0.000117072077
62696649,28,dispatch,f32,1,0.000123231979
62696649,29,dispatch,f32,1,0.000115411097
62696649,30,dispatch,f32,1,0.0001124024
62696649,31,dispatch,f32,1,0.000116167473
62696649,32,dispatch,f32,1,0.000115576827
62696649,33,dispatch,f32,1,0.000123822466
62696649,34,dispatch,f32,1,0.000113549889
62696649,35,dispatch,f32,1,0.00012308006
62696649,36,dispatch,f32,1,0.00011091801
62696649,37,dispatch,f32,1,0.000123238109
62696649,38,dispatch,f32,1,0.00011302254
62696649,39,dispatch,f32,1,0.000123520756
62696649,40,dispatch,f32,1,0.00012425481
62696649,41,dispatch,f32,1,0.000110062491
62696649,42,dispatch,f32,1,0.000111216988
62696649,43,dispatch,f32,1,0.000115110112
62696649,44,dispatch,f32,1,0.000113887028
62696649,45,dispatch,f32,1,0.000112320706
62696649,46,dispatch,f32,1,0.000124161521
62696649,47,dispatch,f32,1,0.000110074389
62696649,48,dispatch,f32,1,0.000113017995
62696649,49,dispatch,f32,1,0.000124874186
62696649,50,dispatch,f32,1,0.000112216993
62696649,51,dispatch,f32,1,0.000110024562
62696649,52,dispatch,f32,1,0.000118590399
62696649,53,dispatch,f32,1,0.000112008803
62696649,54,dispatch,f32,1,0.000121581589
62696649,55,dispatch,f32,1,0.000110591126
62696649,56,dispatch,f32,1,0.000109121617
62696649,57,dispatch,f32,1,0.000112937348
62696649,58,dispatch,f32,1,0.000112772462
62696649,59,dispatch,f32,1,0.000111582711
62696649,60,dispatch,f32,1,0.000121604539
62696649,61,dispatch,f32,1,0.000112768053
62696649,62,dispatch,f32,1,0.000123255067
62696649,63,dispatch,f32,1,0.000124228893
62696649,64,dispatch,f32,1,0.000112803012
62696649,65,dispatch,f32,1,0.000113009411
62696649,66,dispatch,f32,1,0.000115627581
62696649,67,dispatch,f32,1,0.000113319096
62696649,68,dispatch,f32,1,0.000119358642
62696649,69,dispatch,f32,1,0.000130141228
62696649,70,dispatch,f32,1,0.000117677511
62696649,71,dispatch,f32,1,0.00012430556
62696649,72,dispatch,f32,1,0.000123629641
62696649,73,dispatch,f32,1,0.000112787674
62696649,74,dispatch,f32,1,0.000112643226
62696649,75,dispatch,f32,1,0.000123583036
62696649,76,dispatch,f32,1,0.000113989875
62696649,77,dispatch,f32,1,0.000125773685
62696649,78,dispatch,f32,1,0.000126233215
62696649,79,dispatch,f32,1,0.000118070847
62696649,80,dispatch,f32,1,0.000112005422
62696649,81,dispatch,f32,1,0.000113931369
62696649,82,dispatch,f32,1,0.000127123163
62696649,83,dispatch,f32,1,0.000117058655
62696649,84,dispatch,f32,1,0.000114053529
62696649,85,dispatch,f32,1,0.000110686791
62696649,86,dispatch,f32,1,0.000112780687
