run,repeat,sweep,dtype,size,seconds
62696645,0,dispatch,f32,1,0.000113655024
62696645,1,dispatch,f32,1,0.000115073898
62696645,2,dispatch,f32,1,0.000116047038
62696645,3,dispatch,f32,1,0.000132011327
62696645,4,dispatch,f32,1,0.00012121228
62696645,5,dispatch,f32,1,0.000120140032
62696645,6,dispatch,f32,1,0.00012129012
62696645,7,dispatch,f32,1,0.000116897167
62696645,8,dispatch,f32,1,0.000123664347
62696645,9,dispatch,f32,1,0.0001155226
62696645,10,dispatch,f32,1,0.00011489187
62696645,11,dispatch,f32,1,0.000117372828
62696645,12,dispatch,f32,1,0.000117151479
62696645,13,dispatch,f32,1,0.000126716826
62696645,14,dispatch,f32,1,0.000126298002
62696645,15,dispatch,f32,1,0.000116473172
62696645,16,dispatch,f32,1,0.000115249554
62696645,17,dispatch,f32,1,0.000115440036
62696645,18,dispatch,f32,1,0.000114803115
62696645,19,dispatch,f32,1,0.00012564827
62696645,20,dispatch,f32,1,0.000124452995
62696645,21,dispatch,f32,1,0.000121696209
62696645,22,dispatch,f32,1,0.000126141925
62696645,23,dispatch,f32,1,0.000116783691
62696645,24,dispatch,f32,1,0.000130446787
62696645,25,dispatch,f32,1,0.000122006951
62696645,26,dispatch,f32,1,0.000120785719
62696645,27,dispatch,f32,1,0.0001159019
62696645,28,dispatch,f32,1,0.00011927109
62696645,29,dispatch,f32,1,0.000117383699
62696645,30,dispatch,f32,1,0.000117150357
62696645,31,dispatch,f32,1,0.000115165188
62696645,32,dispatch,f32,1,0.0001222879
62696645,33,dispatch,f32,1,0.000113263246
62696645,34,dispatch,f32,1,0.000117047028
62696645,35,dispatch,f32,1,0.000116745834
62696645,36,dispatch,f32,1,0.000124296585
62696645,37,dispatch,f32,1,0.000117257643
62696645,38,dispatch,f32,1,0.000116821152
62696645,39,dispatch,f32,1,0.000116722015
62696645,40,dispatch,f32,1,0.000127307549
62696645,41,dispatch,f32,1,0.000125851796
62696645,42,dispatch,f32,1,0.000114903219
62696645,43,dispatch,f32,1,0.000119149683
62696645,44,dispatch,f32,1,0.00011800496
62696645,45,dispatch,f32,1,0.000115015232
62696645,46,dispatch,f32,1,0.000118728044
62696645,47,dispatch,f32,1,0.000122304632
62696645,48,dispatch,f32,1,0.000121821135
62696645,49,dispatch,f32,1,0.000116237237
62696645,50,dispatch,f32,1,0.00013578073
62696645,51,dispatch,f32,1,0.000120330903
62696645,52,dispatch,f32,1,0.000114357877
62696645,53,dispatch,f32,1,0.00011547255
62696645,54,dispatch,f32,1,0.000120067875
62696645,55,dispatch,f32,1,0.000130954506
62696645,56,dispatch,f32,1,0.000116923434
